avg_rating,median_rating,rating_std,num_ratings,rating_distribution,vader_compound_mean,vader_compound_std,vader_positive_mean,vader_negative_mean,vader_neutral_mean,textblob_polarity_mean,textblob_polarity_std,num_reviews_with_text,title,rotten_tomatoes_slug
4.125,5.0,1.507274029498286,20,"{""0.5"": 2, ""5.0"": 11, ""1.0"": 1, ""4.5"": 4, ""3.5"": 1, ""4.0"": 1}",0.5295449999999999,0.5116096807870234,0.36045000000000005,0.09185,0.5476000000000001,0.2772991452991453,0.2839516434701635,20,Grown Ups,grown_ups
3.475,4.0,1.2987975207860538,20,"{""4.0"": 8, ""5.0"": 4, ""1.5"": 1, ""3.0"": 1, ""2.5"": 1, ""3.5"": 2, ""0.5"": 1, ""1.0"": 1, ""2.0"": 1}",0.06076999999999999,0.6700727856733177,0.12009999999999998,0.10205,0.7778500000000002,0.14146992054662508,0.28163414785250146,20,The Guilty,the_guilty_2021
2.725,2.5,1.3179055353097202,20,"{""3.0"": 3, ""0.5"": 2, ""1.5"": 1, ""2.0"": 3, ""2.5"": 4, ""3.5"": 2, ""5.0"": 3, ""4.0"": 1, ""1.0"": 1}",0.03802,0.6497172581977486,0.151,0.1183,0.7306499999999999,0.12082225182225184,0.20418745697804805,20,No One Gets Out Alive,no_one_gets_out_alive
2.9375,2.75,1.2103072956898178,16,"{""4.0"": 3, ""0.5"": 1, ""5.0"": 2, ""2.0"": 3, ""2.5"": 3, ""3.5"": 1, ""3.0"": 2, ""1.5"": 1}",0.22150000000000003,0.6030143312973582,0.082625,0.126375,0.791,0.01617813252923546,0.2050318159147101,16,Britney Vs Spears,britney_vs_spears
2.55,2.25,1.5483862567202022,20,"{""0.5"": 4, ""4.0"": 2, ""5.0"": 3, ""2.5"": 2, ""4.5"": 1, ""2.0"": 4, ""3.0"": 2, ""1.5"": 1, ""1.0"": 1}",0.19180000000000003,0.5997732438180282,0.19385,0.1468,0.65925,0.0566270683681398,0.3398229033817651,20,There's Someone Inside Your House,theres_someone_inside_your_house
3.2,3.5,1.2688577540449522,20,"{""0.5"": 2, ""4.0"": 5, ""3.5"": 4, ""2.0"": 2, ""1.5"": 1, ""3.0"": 3, ""5.0"": 2, ""4.5"": 1}",0.32769000000000004,0.5014494101103321,0.24295000000000005,0.08495000000000001,0.67195,0.20872882846320348,0.3242840391169505,20,Venom,venom_the_last_dance
3.9,4.5,1.374772708486752,20,"{""5.0"": 9, ""3.0"": 3, ""4.5"": 3, ""3.5"": 2, ""1.5"": 2, ""0.5"": 1}",0.40896999999999994,0.5276819023805914,0.17295,0.05375,0.77335,0.23334795177540713,0.3418171743155061,20,Titanic,titanic
3.125,3.25,1.7455300054711176,20,"{""5.0"": 7, ""1.0"": 1, ""0.5"": 4, ""2.0"": 2, ""4.0"": 2, ""3.5"": 1, ""3.0"": 3}",0.13228499999999999,0.6197659358782152,0.27870000000000006,0.10774999999999998,0.6136000000000001,0.19850952380952383,0.4728955095450218,20,Ride Along 2,ride_along_2
4.15,4.5,1.2658988901172161,20,"{""4.5"": 5, ""5.0"": 9, ""2.0"": 1, ""3.5"": 1, ""4.0"": 2, ""1.0"": 2}",0.33875999999999995,0.6938319785077652,0.20604999999999998,0.09125,0.70265,0.2456896385668288,0.3149623098825298,20,Heat,heat_1995
3.3529411764705883,4.0,1.6066470922056075,17,"{""1.0"": 1, ""0.5"": 2, ""5.0"": 6, ""4.0"": 3, ""3.5"": 1, ""2.5"": 1, ""3.0"": 1, ""2.0"": 2}",0.5314882352941176,0.4398947198676907,0.26088235294117645,0.03294117647058824,0.7060588235294117,0.3266841736694678,0.36174053992134075,17,Pokémon the Movie: Secrets of the Jungle,pokemon_the_movie_secrets_of_the_jungle
