week,title,ranking,weeks_in_top10,hours_viewed,avg_rating,median_rating,rating_std,num_ratings,rating_distribution,vader_compound_mean,vader_compound_std,vader_positive_mean,vader_negative_mean,vader_neutral_mean,textblob_polarity_mean,textblob_polarity_std,num_reviews_with_text,rotten_tomatoes_slug
2021-07-11,Fear Street Part 1: 1994,1,5,19550000,3.55,3.5,0.9205976319760986,20,"{""5.0"": 3, ""2.0"": 2, ""4.5"": 1, ""4.0"": 5, ""3.5"": 4, ""2.5"": 3, ""3.0"": 2}",0.360755,0.5524624290166708,0.2366,0.08349999999999999,0.6799499999999998,0.16795436507936506,0.3489143860256663,20,fear_street_part_one_1994
2021-07-11,Fear Street Part 2: 1978,2,4,16060000,4.2,4.5,0.812403840463596,20,"{""5.0"": 7, ""2.0"": 1, ""3.5"": 4, ""4.0"": 3, ""4.5"": 4, ""3.0"": 1}",0.48397999999999997,0.4672128932296282,0.27075,0.04885,0.6805000000000001,0.38113095238095235,0.28149582486385977,20,fear_street_part_two_1978
2021-07-11,Fatherhood,3,3,12830000,3.8,4.0,1.3820274961085253,20,"{""5.0"": 7, ""4.0"": 5, ""3.5"": 4, ""0.5"": 2, ""1.5"": 1, ""4.5"": 1}",0.620775,0.47384473709750113,0.29565,0.05230000000000001,0.65215,0.23206614051153523,0.12856446916330994,20,fatherhood_2021
2021-07-11,Warcraft,4,3,10990000,3.675,4.0,1.4254385290148432,20,"{""5.0"": 8, ""1.0"": 1, ""4.5"": 2, ""3.0"": 2, ""2.0"": 2, ""3.5"": 3, ""0.5"": 1, ""2.5"": 1}",0.316015,0.5863950121505127,0.1774,0.0906,0.7319,0.13568601190476193,0.3095375413696157,20,warcraft
2021-07-11,Wish Dragon,5,5,10590000,3.85,4.0,1.0380269746013349,20,"{""2.5"": 1, ""4.5"": 3, ""5.0"": 4, ""4.0"": 6, ""3.5"": 3, ""0.5"": 1, ""3.0"": 2}",0.6663250000000001,0.311142367534542,0.32985000000000003,0.030500000000000006,0.6396999999999999,0.3162770403615992,0.256195044700468,20,wish_dragon
2021-07-11,This Little Love of Mine,6,2,9390000,2.8,3.0,1.503329637837291,5,"{""5.0"": 1, ""3.5"": 1, ""2.0"": 1, ""3.0"": 1, ""0.5"": 1}",0.54894,0.6020799435290964,0.3052,0.059,0.6354000000000001,0.2497916666666667,0.20548088921681582,5,this_little_love_of_mine
2021-07-11,Mother's Day,7,2,9200000,2.25,2.0,1.6163229875244614,20,"{""1.0"": 4, ""2.5"": 2, ""0.5"": 5, ""5.0"": 3, ""3.5"": 2, ""3.0"": 2, ""4.0"": 1, ""1.5"": 1}",0.292635,0.6113206108704335,0.18745,0.09345,0.7191,0.2243015414245253,0.29465649401013155,20,mothers_day_2016
2021-07-11,How to Train Your Dragon: The Hidden World,8,1,9030000,3.825,4.5,1.4341809509263468,20,"{""4.5"": 4, ""0.5"": 1, ""4.0"": 4, ""5.0"": 7, ""2.0"": 1, ""1.0"": 1, ""1.5"": 1, ""2.5"": 1}",0.37721,0.4933501341846377,0.2406,0.0798,0.6796000000000001,0.29164098134697103,0.3182243799590299,20,how_to_train_your_dragon_the_hidden_world
2021-07-11,Kung Fu Panda 3,9,3,8870000,3.4,3.5,1.2509996003196806,20,"{""4.5"": 2, ""5.0"": 3, ""4.0"": 4, ""3.0"": 6, ""0.5"": 2, ""2.0"": 1, ""3.5"": 2}",0.15665,0.5765047991994516,0.16475,0.08954999999999999,0.74575,0.17458110101569407,0.18385827151141396,20,kung_fu_panda_3
2021-07-11,The Huntsman: Winter's War,10,1,7460000,3.525,4.0,1.4532291629333622,20,"{""3.5"": 2, ""5.0"": 6, ""4.5"": 3, ""1.5"": 2, ""1.0"": 2, ""4.0"": 2, ""2.0"": 2, ""3.0"": 1}",0.438025,0.539939745596673,0.20075000000000004,0.05605,0.7431,0.2657940046065046,0.29293172087001906,20,the_huntsman_winters_war
2021-07-18,Fear Street Part 3: 1666,1,3,20080000,3.625,4.0,1.0940178243520533,20,"{""3.0"": 3, ""5.0"": 4, ""4.0"": 6, ""3.5"": 2, ""0.5"": 1, ""2.5"": 3, ""4.5"": 1}",0.252235,0.478647990986069,0.24175,0.07995,0.67825,0.21092724867724866,0.25772465787616416,20,fear_street_part_three_1666
2021-07-18,Fear Street Part 2: 1978,2,4,16820000,4.2,4.5,0.812403840463596,20,"{""5.0"": 7, ""2.0"": 1, ""3.5"": 4, ""4.0"": 3, ""4.5"": 4, ""3.0"": 1}",0.48397999999999997,0.4672128932296282,0.27075,0.04885,0.6805000000000001,0.38113095238095235,0.28149582486385977,20,fear_street_part_two_1978
2021-07-18,Fear Street Part 1: 1994,3,5,14370000,3.55,3.5,0.9205976319760986,20,"{""5.0"": 3, ""2.0"": 2, ""4.5"": 1, ""4.0"": 5, ""3.5"": 4, ""2.5"": 3, ""3.0"": 2}",0.360755,0.5524624290166708,0.2366,0.08349999999999999,0.6799499999999998,0.16795436507936506,0.3489143860256663,20,fear_street_part_one_1994
2021-07-18,Gunpowder Milkshake,4,1,11770000,2.675,2.5,1.606821396422141,20,"{""5.0"": 4, ""0.5"": 4, ""3.0"": 2, ""2.5"": 4, ""3.5"": 2, ""1.0"": 2, ""2.0"": 1, ""4.5"": 1}",0.215115,0.6220753734677174,0.17495,0.08545000000000001,0.7395999999999999,0.0712653627858601,0.2845106006768047,20,gunpowder_milkshake
2021-07-18,The Water Man,5,1,11630000,2.625,3.0,1.2234684303242156,20,"{""1.5"": 2, ""3.5"": 3, ""1.0"": 1, ""5.0"": 2, ""3.0"": 7, ""2.0"": 3, ""0.5"": 2}",0.166435,0.6016525901839034,0.18969999999999998,0.10145,0.7089,0.08593402777777777,0.28158545621654774,20,the_water_man
2021-07-18,This Little Love of Mine,6,2,8810000,2.8,3.0,1.503329637837291,5,"{""5.0"": 1, ""3.5"": 1, ""2.0"": 1, ""3.0"": 1, ""0.5"": 1}",0.54894,0.6020799435290964,0.3052,0.059,0.6354000000000001,0.2497916666666667,0.20548088921681582,5,this_little_love_of_mine
2021-07-18,Wish Dragon,7,5,8550000,3.85,4.0,1.0380269746013349,20,"{""2.5"": 1, ""4.5"": 3, ""5.0"": 4, ""4.0"": 6, ""3.5"": 3, ""0.5"": 1, ""3.0"": 2}",0.6663250000000001,0.311142367534542,0.32985000000000003,0.030500000000000006,0.6396999999999999,0.3162770403615992,0.256195044700468,20,wish_dragon
2021-07-18,Fatherhood,8,3,7790000,3.8,4.0,1.3820274961085253,20,"{""5.0"": 7, ""4.0"": 5, ""3.5"": 4, ""0.5"": 2, ""1.5"": 1, ""4.5"": 1}",0.620775,0.47384473709750113,0.29565,0.05230000000000001,0.65215,0.23206614051153523,0.12856446916330994,20,fatherhood_2021
2021-07-18,Twilight,9,4,7640000,3.9,5.0,1.4713938969562161,20,"{""1.5"": 1, ""5.0"": 12, ""1.0"": 2, ""3.0"": 3, ""2.0"": 1, ""3.5"": 1}",0.3811550000000001,0.6042547173791861,0.21935,0.10539999999999998,0.6752,0.29104942980156484,0.2789102408387219,20,twilight
2021-07-18,Rust Creek,10,1,6560000,3.375,3.5,1.2336429791475327,20,"{""3.0"": 2, ""5.0"": 4, ""1.5"": 1, ""2.0"": 2, ""3.5"": 4, ""0.5"": 1, ""4.0"": 3, ""4.5"": 1, ""2.5"": 2}",0.359125,0.5155234232069383,0.21200000000000002,0.05720000000000001,0.73085,0.22527728758169935,0.2999963027781278,20,rust_creek
2021-07-25,Trollhunters: Rise of the Titans,1,2,16130000,2.6,3.0,1.6552945357246847,20,"{""0.5"": 4, ""3.5"": 3, ""4.5"": 3, ""1.0"": 3, ""1.5"": 2, ""3.0"": 2, ""4.0"": 1, ""5.0"": 2}",0.145755,0.5201776508799663,0.1277,0.13035000000000002,0.742,0.05516895670020672,0.31161138722536763,20,trollhunters_rise_of_the_titans
2021-07-25,The Last Letter From Your Lover,2,3,13140000,3.8,4.0,1.1874342087037917,20,"{""2.0"": 3, ""5.0"": 8, ""4.0"": 3, ""3.0"": 2, ""2.5"": 3, ""4.5"": 1}",0.50637,0.654042198256351,0.30945,0.09885000000000001,0.5917,0.28509081832519334,0.29376225885459734,20,the_last_letter_from_your_lover
2021-07-25,Twilight,3,4,12550000,3.9,5.0,1.4713938969562161,20,"{""1.5"": 1, ""5.0"": 12, ""1.0"": 2, ""3.0"": 3, ""2.0"": 1, ""3.5"": 1}",0.3811550000000001,0.6042547173791861,0.21935,0.10539999999999998,0.6752,0.29104942980156484,0.2789102408387219,20,twilight
2021-07-25,Fear Street Part 3: 1666,4,3,12350000,3.625,4.0,1.0940178243520533,20,"{""3.0"": 3, ""5.0"": 4, ""4.0"": 6, ""3.5"": 2, ""0.5"": 1, ""2.5"": 3, ""4.5"": 1}",0.252235,0.478647990986069,0.24175,0.07995,0.67825,0.21092724867724866,0.25772465787616416,20,fear_street_part_three_1666
2021-07-25,The Twilight Saga: New Moon,5,2,10320000,3.675,4.5,1.6068213964221414,20,"{""5.0"": 10, ""3.0"": 2, ""0.5"": 2, ""4.0"": 2, ""3.5"": 1, ""2.0"": 2, ""1.0"": 1}",0.25431499999999996,0.5548298336201831,0.1885,0.07720000000000002,0.7341500000000001,0.214628102326966,0.39351840754804823,20,twilight_saga_new_moon
2021-07-25,Fear Street Part 1: 1994,6,5,9240000,3.55,3.5,0.9205976319760986,20,"{""5.0"": 3, ""2.0"": 2, ""4.5"": 1, ""4.0"": 5, ""3.5"": 4, ""2.5"": 3, ""3.0"": 2}",0.360755,0.5524624290166708,0.2366,0.08349999999999999,0.6799499999999998,0.16795436507936506,0.3489143860256663,20,fear_street_part_one_1994
2021-07-25,The Twilight Saga: Breaking Dawn: Part 2,7,2,9240000,4.3,5.0,1.307669683062202,20,"{""2.0"": 1, ""2.5"": 2, ""5.0"": 15, ""0.5"": 1, ""3.5"": 1}",0.5512500000000001,0.46972654119178747,0.31055,0.06795,0.6216,0.4084230944113756,0.3367296321419059,20,the_twilight_saga_breaking_dawn_part_2
2021-07-25,The Twilight Saga: Eclipse,8,1,9220000,3.625,3.75,1.3681648292512127,20,"{""2.5"": 3, ""5.0"": 7, ""4.0"": 2, ""3.5"": 4, ""2.0"": 1, ""0.5"": 1, ""4.5"": 1, ""1.0"": 1}",0.47620500000000004,0.38394990229846393,0.15065,0.05789999999999999,0.7914,0.27006406408992323,0.2225227382692466,20,1210749-eclipse
2021-07-25,Fear Street Part 2: 1978,9,4,9100000,4.2,4.5,0.812403840463596,20,"{""5.0"": 7, ""2.0"": 1, ""3.5"": 4, ""4.0"": 3, ""4.5"": 4, ""3.0"": 1}",0.48397999999999997,0.4672128932296282,0.27075,0.04885,0.6805000000000001,0.38113095238095235,0.28149582486385977,20,fear_street_part_two_1978
2021-07-25,The Twilight Saga: Breaking Dawn: Part 1,10,1,8250000,3.4,4.5,1.8069310999592652,20,"{""2.0"": 2, ""5.0"": 10, ""0.5"": 3, ""3.5"": 1, ""1.5"": 1, ""1.0"": 1, ""2.5"": 1, ""4.0"": 1}",0.17910500000000001,0.6444787959855622,0.2217,0.09765000000000001,0.68065,0.16553977761764646,0.2991581370708878,20,the_twilight_saga_breaking_dawn_part_1
2021-08-01,Resort to Love,1,4,28050000,3.025,3.5,1.6083765106466832,20,"{""3.0"": 1, ""4.5"": 2, ""4.0"": 2, ""1.5"": 2, ""3.5"": 3, ""0.5"": 3, ""5.0"": 4, ""2.5"": 1, ""2.0"": 1, ""1.0"": 1}",0.4675449999999999,0.6471884528288495,0.3245,0.1058,0.5697,0.08803614267676767,0.37409709582934464,20,resort_to_love
2021-08-01,The Last Letter From Your Lover,2,3,18890000,3.8,4.0,1.1874342087037917,20,"{""2.0"": 3, ""5.0"": 8, ""4.0"": 3, ""3.0"": 2, ""2.5"": 3, ""4.5"": 1}",0.50637,0.654042198256351,0.30945,0.09885000000000001,0.5917,0.28509081832519334,0.29376225885459734,20,the_last_letter_from_your_lover
2021-08-01,Trollhunters: Rise of the Titans,3,2,8960000,2.6,3.0,1.6552945357246847,20,"{""0.5"": 4, ""3.5"": 3, ""4.5"": 3, ""1.0"": 3, ""1.5"": 2, ""3.0"": 2, ""4.0"": 1, ""5.0"": 2}",0.145755,0.5201776508799663,0.1277,0.13035000000000002,0.742,0.05516895670020672,0.31161138722536763,20,trollhunters_rise_of_the_titans
2021-08-01,Fear Street Part 1: 1994,4,5,6570000,3.55,3.5,0.9205976319760986,20,"{""5.0"": 3, ""2.0"": 2, ""4.5"": 1, ""4.0"": 5, ""3.5"": 4, ""2.5"": 3, ""3.0"": 2}",0.360755,0.5524624290166708,0.2366,0.08349999999999999,0.6799499999999998,0.16795436507936506,0.3489143860256663,20,fear_street_part_one_1994
2021-08-01,Wish Dragon,5,5,6290000,3.85,4.0,1.0380269746013349,20,"{""2.5"": 1, ""4.5"": 3, ""5.0"": 4, ""4.0"": 6, ""3.5"": 3, ""0.5"": 1, ""3.0"": 2}",0.6663250000000001,0.311142367534542,0.32985000000000003,0.030500000000000006,0.6396999999999999,0.3162770403615992,0.256195044700468,20,wish_dragon
2021-08-01,Fear Street Part 3: 1666,6,3,6190000,3.625,4.0,1.0940178243520533,20,"{""3.0"": 3, ""5.0"": 4, ""4.0"": 6, ""3.5"": 2, ""0.5"": 1, ""2.5"": 3, ""4.5"": 1}",0.252235,0.478647990986069,0.24175,0.07995,0.67825,0.21092724867724866,0.25772465787616416,20,fear_street_part_three_1666
2021-08-01,Twilight,7,4,5840000,3.9,5.0,1.4713938969562161,20,"{""1.5"": 1, ""5.0"": 12, ""1.0"": 2, ""3.0"": 3, ""2.0"": 1, ""3.5"": 1}",0.3811550000000001,0.6042547173791861,0.21935,0.10539999999999998,0.6752,0.29104942980156484,0.2789102408387219,20,twilight
2021-08-01,Fear Street Part 2: 1978,8,4,5840000,4.2,4.5,0.812403840463596,20,"{""5.0"": 7, ""2.0"": 1, ""3.5"": 4, ""4.0"": 3, ""4.5"": 4, ""3.0"": 1}",0.48397999999999997,0.4672128932296282,0.27075,0.04885,0.6805000000000001,0.38113095238095235,0.28149582486385977,20,fear_street_part_two_1978
2021-08-01,The Twilight Saga: Breaking Dawn: Part 2,9,2,5200000,4.3,5.0,1.307669683062202,20,"{""2.0"": 1, ""2.5"": 2, ""5.0"": 15, ""0.5"": 1, ""3.5"": 1}",0.5512500000000001,0.46972654119178747,0.31055,0.06795,0.6216,0.4084230944113756,0.3367296321419059,20,the_twilight_saga_breaking_dawn_part_2
2021-08-01,The Twilight Saga: New Moon,10,2,5030000,3.675,4.5,1.6068213964221414,20,"{""5.0"": 10, ""3.0"": 2, ""0.5"": 2, ""4.0"": 2, ""3.5"": 1, ""2.0"": 2, ""1.0"": 1}",0.25431499999999996,0.5548298336201831,0.1885,0.07720000000000002,0.7341500000000001,0.214628102326966,0.39351840754804823,20,twilight_saga_new_moon
2021-08-08,Aftermath,1,2,24200000,2.55,2.5,1.4654350889752845,20,"{""0.5"": 3, ""1.0"": 3, ""2.5"": 2, ""2.0"": 3, ""3.0"": 2, ""5.0"": 2, ""4.0"": 2, ""4.5"": 1, ""3.5"": 2}",-0.006579999999999991,0.6806299916988672,0.15960000000000002,0.1417,0.6986000000000001,-0.02411865882959633,0.31353626962177306,20,aftermath_2024
2021-08-08,Resort to Love,2,4,23480000,3.025,3.5,1.6083765106466832,20,"{""3.0"": 1, ""4.5"": 2, ""4.0"": 2, ""1.5"": 2, ""3.5"": 3, ""0.5"": 3, ""5.0"": 4, ""2.5"": 1, ""2.0"": 1, ""1.0"": 1}",0.4675449999999999,0.6471884528288495,0.3245,0.1058,0.5697,0.08803614267676767,0.37409709582934464,20,resort_to_love
2021-08-08,Vivo,3,7,21940000,4.175,4.0,0.8257572282456872,20,"{""5.0"": 7, ""4.0"": 8, ""1.5"": 1, ""3.5"": 3, ""4.5"": 1}",0.6176800000000001,0.4265052316209028,0.2987,0.0118,0.6895,0.398322312731911,0.2993781194331665,20,vivo
2021-08-08,The Vault,4,3,10870000,3.025,3.0,0.9807522622966515,20,"{""3.0"": 8, ""1.0"": 1, ""4.5"": 1, ""4.0"": 5, ""2.0"": 1, ""3.5"": 1, ""2.5"": 2, ""0.5"": 1}",0.53262,0.3991316093721468,0.19770000000000001,0.06389999999999998,0.7385499999999999,0.16188277331134474,0.22909120689357335,20,the_vault_2021
2021-08-08,The Losers,5,1,8040000,3.475,3.5,1.145371118895531,20,"{""5.0"": 4, ""4.0"": 5, ""3.0"": 2, ""0.5"": 1, ""2.0"": 2, ""3.5"": 4, ""2.5"": 2}",0.5164850000000001,0.5266821425442484,0.24219999999999997,0.05994999999999999,0.6979,0.21402691590191586,0.18207455326516508,20,1226860-losers
2021-08-08,The Last Letter From Your Lover,6,3,6850000,3.8,4.0,1.1874342087037917,20,"{""2.0"": 3, ""5.0"": 8, ""4.0"": 3, ""3.0"": 2, ""2.5"": 3, ""4.5"": 1}",0.50637,0.654042198256351,0.30945,0.09885000000000001,0.5917,0.28509081832519334,0.29376225885459734,20,the_last_letter_from_your_lover
2021-08-08,Hotel Transylvania 3: Summer Vacation,7,11,6250000,2.975,3.0,1.4788086421170252,20,"{""5.0"": 4, ""2.5"": 3, ""0.5"": 3, ""1.0"": 1, ""4.0"": 3, ""3.0"": 4, ""3.5"": 1, ""2.0"": 1}",0.27368999999999993,0.6887205201676512,0.2064,0.10685,0.68675,0.0687647629793113,0.35412286150072925,20,hotel_transylvania_3_summer_vacation
2021-08-08,Dead Man Down,8,2,5840000,3.15,3.0,1.2051970793193951,20,"{""1.0"": 2, ""5.0"": 4, ""3.5"": 3, ""3.0"": 6, ""2.5"": 2, ""2.0"": 1, ""1.5"": 1, ""4.0"": 1}",0.13584999999999997,0.6133515757703734,0.14340000000000003,0.11635,0.7402,0.07860038541949246,0.26035936765490736,20,dead_man_down_2013
2021-08-08,Wish Dragon,9,5,5150000,3.85,4.0,1.0380269746013349,20,"{""2.5"": 1, ""4.5"": 3, ""5.0"": 4, ""4.0"": 6, ""3.5"": 3, ""0.5"": 1, ""3.0"": 2}",0.6663250000000001,0.311142367534542,0.32985000000000003,0.030500000000000006,0.6396999999999999,0.3162770403615992,0.256195044700468,20,wish_dragon
2021-08-08,World Trade Center,10,1,5050000,3.275,3.5,1.2497499749949987,20,"{""5.0"": 4, ""1.0"": 1, ""2.0"": 3, ""3.5"": 6, ""3.0"": 3, ""4.0"": 2, ""0.5"": 1}",0.221065,0.6126479480705048,0.16670000000000001,0.09565,0.7376500000000001,0.18946389233831185,0.2573542113461078,20,world_trade_center
2021-08-15,The Kissing Booth 3,1,3,90860000,1.875,1.5,1.5155444566227676,20,"{""2.0"": 2, ""0.5"": 7, ""2.5"": 4, ""1.5"": 2, ""5.0"": 3, ""1.0"": 2}",0.09405499999999997,0.6230219735089606,0.15520000000000003,0.1799,0.6649999999999999,-0.02502908292104721,0.26915534132348623,20,the_kissing_booth_3
2021-08-15,Vivo,2,7,37050000,4.175,4.0,0.8257572282456872,20,"{""5.0"": 7, ""4.0"": 8, ""1.5"": 1, ""3.5"": 3, ""4.5"": 1}",0.6176800000000001,0.4265052316209028,0.2987,0.0118,0.6895,0.398322312731911,0.2993781194331665,20,vivo
2021-08-15,Beckett,3,2,23580000,2.4,2.25,1.2000000000000002,20,"{""4.0"": 4, ""1.5"": 3, ""1.0"": 4, ""3.5"": 3, ""2.0"": 2, ""2.5"": 1, ""3.0"": 2, ""0.5"": 1}",-0.015850000000000006,0.6814946357088953,0.13955000000000004,0.1428,0.7175499999999999,0.02351472401578334,0.225637314770303,20,beckett
2021-08-15,Hotel Transylvania 3: Summer Vacation,4,11,21460000,2.975,3.0,1.4788086421170252,20,"{""5.0"": 4, ""2.5"": 3, ""0.5"": 3, ""1.0"": 1, ""4.0"": 3, ""3.0"": 4, ""3.5"": 1, ""2.0"": 1}",0.27368999999999993,0.6887205201676512,0.2064,0.10685,0.68675,0.0687647629793113,0.35412286150072925,20,hotel_transylvania_3_summer_vacation
2021-08-15,Aftermath,5,2,15870000,2.55,2.5,1.4654350889752845,20,"{""0.5"": 3, ""1.0"": 3, ""2.5"": 2, ""2.0"": 3, ""3.0"": 2, ""5.0"": 2, ""4.0"": 2, ""4.5"": 1, ""3.5"": 2}",-0.006579999999999991,0.6806299916988672,0.15960000000000002,0.1417,0.6986000000000001,-0.02411865882959633,0.31353626962177306,20,aftermath_2024
2021-08-15,Resort to Love,6,4,9860000,3.025,3.5,1.6083765106466832,20,"{""3.0"": 1, ""4.5"": 2, ""4.0"": 2, ""1.5"": 2, ""3.5"": 3, ""0.5"": 3, ""5.0"": 4, ""2.5"": 1, ""2.0"": 1, ""1.0"": 1}",0.4675449999999999,0.6471884528288495,0.3245,0.1058,0.5697,0.08803614267676767,0.37409709582934464,20,resort_to_love
2021-08-15,The Kissing Booth,7,1,8590000,2.3,1.75,1.7421251390184347,20,"{""5.0"": 3, ""1.0"": 2, ""0.5"": 7, ""3.5"": 2, ""4.0"": 3, ""3.0"": 1, ""2.0"": 1, ""1.5"": 1}",0.17686,0.6519658161284225,0.1723,0.15265,0.6750499999999999,0.10048977557530189,0.2840187531020685,20,the_kissing_booth
2021-08-15,The Kissing Booth 2,8,1,8370000,2.025,1.75,1.3083864108129526,20,"{""1.0"": 4, ""3.0"": 3, ""1.5"": 2, ""5.0"": 1, ""3.5"": 2, ""0.5"": 4, ""2.5"": 1, ""2.0"": 2, ""4.0"": 1}",0.25358,0.5125480656484814,0.196,0.095,0.7091000000000001,0.1184625877805903,0.25069185747207373,20,the_kissing_booth_2
2021-08-15,Dead Man Down,9,2,7580000,3.15,3.0,1.2051970793193951,20,"{""1.0"": 2, ""5.0"": 4, ""3.5"": 3, ""3.0"": 6, ""2.5"": 2, ""2.0"": 1, ""1.5"": 1, ""4.0"": 1}",0.13584999999999997,0.6133515757703734,0.14340000000000003,0.11635,0.7402,0.07860038541949246,0.26035936765490736,20,dead_man_down_2013
2021-08-15,Untold: Malice at the Palace,10,1,6450000,2.75,2.75,0.25,2,"{""3.0"": 1, ""2.5"": 1}",0.90405,0.08015,0.306,0.0285,0.665,0.15773809523809526,0.007738095238095211,2,christmas_at_the_palace
2021-08-22,Sweet Girl,1,4,57160000,2.6,2.0,1.8681541692269406,20,"{""0.5"": 5, ""1.5"": 1, ""2.0"": 2, ""1.0"": 3, ""5.0"": 6, ""3.5"": 2, ""4.0"": 1}",0.0020400000000000084,0.7124398791477075,0.1802,0.11845000000000001,0.7014500000000001,0.1580389072489528,0.32911963477297834,20,sweet_girl
2021-08-22,The Kissing Booth 3,2,3,26170000,1.875,1.5,1.5155444566227676,20,"{""2.0"": 2, ""0.5"": 7, ""2.5"": 4, ""1.5"": 2, ""5.0"": 3, ""1.0"": 2}",0.09405499999999997,0.6230219735089606,0.15520000000000003,0.1799,0.6649999999999999,-0.02502908292104721,0.26915534132348623,20,the_kissing_booth_3
2021-08-22,Beckett,3,2,23870000,2.4,2.25,1.2000000000000002,20,"{""4.0"": 4, ""1.5"": 3, ""1.0"": 4, ""3.5"": 3, ""2.0"": 2, ""2.5"": 1, ""3.0"": 2, ""0.5"": 1}",-0.015850000000000006,0.6814946357088953,0.13955000000000004,0.1428,0.7175499999999999,0.02351472401578334,0.225637314770303,20,beckett
2021-08-22,Vivo,4,7,21960000,4.175,4.0,0.8257572282456872,20,"{""5.0"": 7, ""4.0"": 8, ""1.5"": 1, ""3.5"": 3, ""4.5"": 1}",0.6176800000000001,0.4265052316209028,0.2987,0.0118,0.6895,0.398322312731911,0.2993781194331665,20,vivo
2021-08-22,The Loud House Movie,5,3,13860000,3.175,3.0,1.5022899187573615,20,"{""3.0"": 4, ""5.0"": 6, ""2.5"": 2, ""3.5"": 2, ""1.0"": 1, ""2.0"": 1, ""4.0"": 1, ""0.5"": 2, ""1.5"": 1}",0.41807,0.5566054384391156,0.2683,0.06475,0.66695,0.20072988394584143,0.3331094752158349,20,the_loud_house_movie
